gene_name,control_females_max_transcript_counts,control_males_max_transcript_counts,exposed_females_max_transcript_counts,exposed_males_max_transcript_counts,max_transcript_counts,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111109979,1,0,1,1,1,rna-XR_002635743.1,rna-XR_002635743.1,rna-XR_002635743.1,rna-XR_002635743.1
LOC111109980,1,1,1,1,1,rna-XM_022446270.1,rna-XM_022446270.1,rna-XM_022446270.1,rna-XM_022446270.1
LOC111109981,4,3,4,3,4,rna-XM_022446271.1,rna-XM_022446271.1,rna-XR_002635744.1,rna-XR_002635744.1
LOC111109982,2,2,2,2,2,rna-XR_002635745.1,rna-XR_002635745.1,rna-XR_002635745.1,rna-XR_002635745.1
LOC111109983,1,1,1,1,1,rna-XM_022446275.1,rna-XM_022446275.1,rna-XM_022446275.1,rna-XM_022446275.1
LOC111109984,1,1,1,1,1,rna-XM_022446276.1,rna-XM_022446276.1,rna-XM_022446276.1,rna-XM_022446276.1
LOC111109985,1,1,1,0,1,rna-XM_022446317.1,rna-XM_022446317.1,rna-XM_022446317.1,rna-XM_022446317.1
LOC111109986,1,1,1,1,1,rna-XM_022446277.1,rna-XM_022446277.1,rna-XM_022446277.1,rna-XM_022446277.1
LOC111109987,1,1,1,1,1,rna-XM_022446278.1,rna-XM_022446278.1,rna-XM_022446278.1,rna-XM_022446278.1
LOC111109988,1,1,1,1,1,rna-XM_022446280.1,rna-XM_022446280.1,rna-XM_022446280.1,rna-XM_022446280.1
LOC111109989,1,1,1,1,1,rna-XM_022446284.1,rna-XM_022446284.1,rna-XM_022446284.1,rna-XM_022446284.1
LOC111109990,2,1,2,1,2,rna-XR_002635747.1,rna-XR_002635747.1,rna-XR_002635748.1,rna-XR_002635748.1
LOC111109991,1,2,3,1,3,rna-XM_022446283.1,rna-XM_022446283.1,rna-XM_022446283.1,rna-XM_022446283.1
LOC111109992,1,1,1,1,1,rna-XM_022446285.1,rna-XM_022446285.1,rna-XM_022446285.1,rna-XM_022446285.1
LOC111109993,10,8,10,8,10,rna-XM_022446292.1,rna-XM_022446292.1,rna-XM_022446288.1,rna-XM_022446288.1
LOC111109994,1,1,1,1,1,rna-XM_022446298.1,rna-XM_022446298.1,rna-XM_022446298.1,rna-XM_022446298.1
LOC111109995,1,1,1,1,1,rna-XM_022446296.1,rna-XM_022446296.1,rna-XM_022446296.1,rna-XM_022446296.1
LOC111109996,1,1,1,1,1,rna-XM_022446297.1,rna-XM_022446297.1,rna-XM_022446297.1,rna-XM_022446297.1
LOC111109997,1,1,1,1,1,rna-XM_022446299.1,rna-XM_022446299.1,rna-XM_022446299.1,rna-XM_022446299.1
LOC111109998,1,1,1,1,1,rna-XM_022446300.1,rna-XM_022446300.1,rna-XM_022446300.1,rna-XM_022446300.1
LOC111109999,1,1,1,1,1,rna-XM_022446301.1,rna-XM_022446301.1,rna-XM_022446301.1,rna-XM_022446301.1
LOC111110000,1,1,1,1,1,rna-XR_002635749.1,rna-XR_002635749.1,rna-XR_002635749.1,rna-XR_002635749.1
LOC111110001,2,2,2,2,2,rna-XM_022446302.1,rna-XM_022446302.1,rna-XM_022446302.1,rna-XM_022446302.1
LOC111110002,1,1,1,1,1,rna-XM_022446304.1,rna-XM_022446304.1,rna-XM_022446304.1,rna-XM_022446304.1
LOC111110003,1,1,1,1,1,rna-XM_022446308.1,rna-XM_022446308.1,rna-XM_022446308.1,rna-XM_022446308.1
LOC111110004,1,1,1,1,1,rna-XM_022446305.1,rna-XM_022446305.1,rna-XM_022446305.1,rna-XM_022446305.1
LOC111110005,1,1,1,1,1,rna-XM_022446306.1,rna-XM_022446306.1,rna-XM_022446306.1,rna-XM_022446306.1
LOC111110006,1,1,1,1,1,rna-XM_022446307.1,rna-XM_022446307.1,rna-XM_022446307.1,rna-XM_022446307.1
LOC111110007,1,1,1,1,1,rna-XM_022446309.1,rna-XM_022446309.1,rna-XM_022446309.1,rna-XM_022446309.1
LOC111110008,1,1,1,1,1,rna-XM_022446310.1,rna-XM_022446310.1,rna-XM_022446310.1,rna-XM_022446310.1
LOC111110009,1,1,1,1,1,rna-XM_022446311.1,rna-XM_022446311.1,rna-XM_022446311.1,rna-XM_022446311.1
LOC111110010,1,1,1,1,1,rna-XM_022446312.1,rna-XM_022446312.1,rna-XM_022446312.1,rna-XM_022446312.1
LOC111110011,2,1,1,2,2,rna-XM_022446313.1,rna-XM_022446313.1,rna-XM_022446313.1,rna-XM_022446313.1
LOC111110012,1,1,1,1,1,rna-XM_022446315.1,rna-XM_022446315.1,rna-XM_022446315.1,rna-XM_022446315.1
LOC111110013,1,1,1,1,1,rna-XR_002635750.1,rna-XR_002635750.1,rna-XR_002635750.1,rna-XR_002635750.1
LOC111110014,3,3,3,2,3,rna-XM_022446321.1,rna-XM_022446321.1,rna-XM_022446321.1,rna-XM_022446321.1
LOC111110015,1,1,1,1,1,rna-XM_022446318.1,rna-XM_022446318.1,rna-XM_022446318.1,rna-XM_022446318.1
LOC111110016,1,1,1,1,1,rna-XM_022446319.1,rna-XM_022446319.1,rna-XM_022446319.1,rna-XM_022446319.1
LOC111110017,1,2,2,3,3,rna-XM_022446320.1,rna-XM_022446320.1,rna-XM_022446320.1,rna-XM_022446320.1
LOC111110018,1,2,1,1,2,rna-XM_022446324.1,rna-XM_022446324.1,rna-XM_022446324.1,rna-XM_022446324.1
LOC111110019,1,1,1,1,1,rna-XM_022446326.1,rna-XM_022446326.1,rna-XM_022446326.1,rna-XM_022446326.1
LOC111110020,1,1,1,1,1,rna-XM_022446327.1,rna-XM_022446327.1,rna-XM_022446327.1,rna-XM_022446327.1
LOC111110021,4,3,3,4,4,rna-XM_022446329.1,rna-XM_022446329.1,rna-XM_022446329.1,rna-XM_022446333.1
LOC111110022,1,1,1,1,1,rna-XM_022446334.1,rna-XM_022446334.1,rna-XM_022446334.1,rna-XM_022446334.1
LOC111110023,1,1,1,1,1,rna-XM_022446335.1,rna-XM_022446335.1,rna-XM_022446335.1,rna-XM_022446335.1
LOC111110024,1,2,1,2,2,rna-XM_022446336.1,rna-XM_022446336.1,rna-XM_022446336.1,rna-XM_022446338.1
LOC111110025,1,1,1,1,1,rna-XM_022446339.1,rna-XM_022446339.1,rna-XM_022446339.1,rna-XM_022446339.1
LOC111110026,1,1,0,1,1,rna-XM_022446340.1,rna-XM_022446340.1,rna-XM_022446340.1,rna-XM_022446340.1
LOC111110027,1,1,1,1,1,rna-XM_022446341.1,rna-XM_022446341.1,rna-XM_022446341.1,rna-XM_022446341.1
LOC111110028,10,6,9,9,10,rna-XM_022446350.1,rna-XM_022446351.1,rna-XM_022446345.1,rna-XM_022446351.1
LOC111110029,1,1,1,1,1,rna-XR_002635751.1,rna-XR_002635751.1,rna-XR_002635751.1,rna-XR_002635751.1
LOC111110030,2,2,2,2,2,rna-XM_022446353.1,rna-XM_022446353.1,rna-XM_022446353.1,rna-XM_022446353.1
LOC111110031,1,1,1,1,1,gene-LOC111110031,gene-LOC111110031,gene-LOC111110031,gene-LOC111110031
LOC111110032,1,1,1,1,1,rna-XM_022446355.1,rna-XM_022446355.1,rna-XM_022446355.1,rna-XM_022446355.1
LOC111110033,3,2,3,3,3,rna-XM_022446356.1,rna-XM_022446356.1,rna-XM_022446357.1,rna-XM_022446356.1
LOC111110034,2,2,2,2,2,rna-XM_022446360.1,rna-XM_022446360.1,rna-XM_022446360.1,rna-XM_022446360.1
LOC111110035,1,1,1,1,1,rna-XM_022446362.1,rna-XM_022446362.1,rna-XM_022446362.1,rna-XM_022446362.1
LOC111110036,0,1,0,1,1,rna-XM_022446363.1,rna-XM_022446363.1,rna-XM_022446363.1,rna-XM_022446363.1
LOC111110037,1,2,2,2,2,rna-XM_022446364.1,rna-XM_022446365.1,rna-XM_022446365.1,rna-XM_022446365.1
LOC111110038,3,2,3,2,3,rna-XM_022446368.1,rna-XM_022446366.1,rna-XM_022446366.1,rna-XM_022446366.1
LOC111110039,1,1,1,1,1,rna-XM_022446371.1,rna-XM_022446371.1,rna-XM_022446371.1,rna-XM_022446371.1
LOC111110040,1,1,1,1,1,rna-XM_022446369.1,rna-XM_022446369.1,rna-XM_022446369.1,rna-XM_022446369.1
LOC111110041,2,1,2,1,2,rna-XM_022446372.1,rna-XM_022446370.1,rna-XM_022446370.1,rna-XM_022446370.1
LOC111110042,1,1,1,1,1,rna-XM_022446373.1,rna-XM_022446373.1,rna-XM_022446373.1,rna-XM_022446373.1
LOC111110043,2,1,1,1,2,rna-XM_022446374.1,rna-XM_022446374.1,rna-XM_022446374.1,rna-XM_022446374.1
LOC111110044,1,1,1,1,1,rna-XM_022446376.1,rna-XM_022446376.1,rna-XM_022446376.1,rna-XM_022446376.1
LOC111110045,2,2,2,2,2,rna-XM_022446377.1,rna-XM_022446377.1,rna-XM_022446377.1,rna-XM_022446378.1
LOC111110046,1,0,0,1,1,rna-XM_022446379.1,rna-XM_022446379.1,rna-XM_022446379.1,rna-XM_022446379.1
LOC111110047,1,1,1,1,1,rna-XM_022446381.1,rna-XM_022446381.1,rna-XM_022446381.1,rna-XM_022446381.1
LOC111110048,1,1,1,1,1,rna-XR_002635753.1,rna-XR_002635753.1,rna-XR_002635753.1,rna-XR_002635753.1
LOC111110049,1,1,1,1,1,rna-XM_022446380.1,rna-XM_022446380.1,rna-XM_022446380.1,rna-XM_022446380.1
LOC111110050,1,1,1,1,1,rna-XR_002635754.1,rna-XR_002635754.1,rna-XR_002635754.1,rna-XR_002635754.1
LOC111110051,2,3,2,3,3,rna-XM_022446383.1,rna-XM_022446383.1,rna-XM_022446383.1,rna-XM_022446383.1
LOC111110052,1,1,1,1,1,rna-XM_022446385.1,rna-XM_022446385.1,rna-XM_022446385.1,rna-XM_022446385.1
LOC111110053,2,2,2,2,2,rna-XM_022446387.1,rna-XM_022446387.1,rna-XM_022446386.1,rna-XM_022446386.1
LOC111110054,1,1,1,1,1,rna-XM_022446388.1,rna-XM_022446388.1,rna-XM_022446388.1,rna-XM_022446388.1
LOC111110055,2,2,2,2,2,rna-XM_022446389.1,rna-XM_022446389.1,rna-XM_022446389.1,rna-XM_022446389.1
LOC111110056,1,1,1,1,1,rna-XM_022446393.1,rna-XM_022446393.1,rna-XM_022446393.1,rna-XM_022446393.1
LOC111110057,1,1,1,1,1,rna-XM_022446391.1,rna-XM_022446391.1,rna-XM_022446391.1,rna-XM_022446391.1
LOC111110058,1,1,1,1,1,gene-LOC111110058,gene-LOC111110058,gene-LOC111110058,gene-LOC111110058
LOC111110059,1,1,1,1,1,rna-XM_022446392.1,rna-XM_022446392.1,rna-XM_022446392.1,rna-XM_022446392.1
LOC111110060,1,1,1,1,1,rna-XM_022446394.1,rna-XM_022446394.1,rna-XM_022446394.1,rna-XM_022446394.1
LOC111110061,1,1,1,1,1,rna-XM_022446395.1,rna-XM_022446395.1,rna-XM_022446395.1,rna-XM_022446395.1
LOC111110062,1,1,1,1,1,rna-XM_022446396.1,rna-XM_022446396.1,rna-XM_022446396.1,rna-XM_022446396.1
LOC111110063,2,1,2,2,2,rna-XM_022446436.1,rna-XM_022446436.1,rna-XM_022446436.1,rna-XM_022446436.1
LOC111110064,1,1,1,1,1,rna-XM_022446397.1,rna-XM_022446397.1,rna-XM_022446397.1,rna-XM_022446397.1
LOC111110065,1,1,1,1,1,rna-XM_022446398.1,rna-XM_022446398.1,rna-XM_022446398.1,rna-XM_022446398.1
LOC111110066,1,1,1,1,1,rna-XM_022446399.1,rna-XM_022446399.1,rna-XM_022446399.1,rna-XM_022446399.1
LOC111110067,1,1,1,1,1,rna-XM_022446400.1,rna-XM_022446400.1,rna-XM_022446400.1,rna-XM_022446400.1
LOC111110068,1,1,1,1,1,rna-XM_022446403.1,rna-XM_022446403.1,rna-XM_022446403.1,rna-XM_022446403.1
LOC111110069,2,1,2,2,2,rna-XM_022446402.1,rna-XM_022446402.1,rna-XM_022446402.1,rna-XM_022446402.1
LOC111110070,1,1,1,1,1,rna-XR_002635755.1,rna-XR_002635755.1,rna-XR_002635755.1,rna-XR_002635755.1
LOC111110071,1,1,1,1,1,rna-XM_022446404.1,rna-XM_022446404.1,rna-XM_022446404.1,rna-XM_022446404.1
LOC111110072,1,1,1,1,1,rna-XR_002635756.1,rna-XR_002635756.1,rna-XR_002635756.1,rna-XR_002635756.1
LOC111110073,2,4,1,3,4,rna-XM_022446406.1,rna-XM_022446405.1,rna-XM_022446406.1,rna-XM_022446405.1
LOC111110074,0,0,1,0,1,rna-XM_022446409.1,rna-XM_022446410.1,rna-XM_022446409.1,rna-XM_022446409.1
LOC111110075,1,1,1,1,1,rna-XM_022446411.1,rna-XM_022446411.1,rna-XM_022446411.1,rna-XM_022446411.1
LOC111110076,2,2,2,2,2,rna-XR_002635759.1,rna-XR_002635759.1,rna-XR_002635759.1,rna-XR_002635759.1
LOC111110077,1,1,1,1,1,rna-XM_022446412.1,rna-XM_022446412.1,rna-XM_022446412.1,rna-XM_022446412.1
LOC111110078,2,1,2,2,2,rna-XR_002635757.1,rna-XR_002635757.1,rna-XR_002635757.1,rna-XR_002635757.1
LOC111110079,0,1,1,1,1,rna-XM_022446413.1,rna-XM_022446413.1,rna-XM_022446413.1,rna-XM_022446413.1
LOC111110080,1,1,1,1,1,rna-XM_022446414.1,rna-XM_022446414.1,rna-XM_022446414.1,rna-XM_022446414.1
LOC111110081,1,1,1,1,1,rna-XM_022446415.1,rna-XM_022446415.1,rna-XM_022446415.1,rna-XM_022446415.1
LOC111110082,1,1,1,1,1,rna-XM_022446416.1,rna-XM_022446416.1,rna-XM_022446416.1,rna-XM_022446416.1
LOC111110083,10,5,10,10,10,rna-XM_022446425.1,rna-XM_022446419.1,rna-XM_022446421.1,rna-XM_022446421.1
LOC111110084,5,4,5,4,5,rna-XM_022446462.1,rna-XM_022446427.1,rna-XM_022446437.1,rna-XM_022446437.1
LOC111110085,1,1,1,1,1,rna-XM_022446428.1,rna-XM_022446428.1,rna-XM_022446428.1,rna-XM_022446428.1
LOC111110086,1,1,1,1,1,rna-XM_022446429.1,rna-XM_022446429.1,rna-XM_022446429.1,rna-XM_022446429.1
LOC111110087,1,1,1,1,1,rna-XM_022446430.1,rna-XM_022446430.1,rna-XM_022446430.1,rna-XM_022446430.1
LOC111110088,3,2,3,3,3,rna-XM_022446432.1,rna-XM_022446433.1,rna-XM_022446431.1,rna-XM_022446431.1
LOC111110089,3,2,3,2,3,rna-XM_022446438.1,rna-XM_022446434.1,rna-XM_022446438.1,rna-XM_022446438.1
LOC111110090,1,1,1,1,1,rna-XM_022446439.1,rna-XM_022446439.1,rna-XM_022446439.1,rna-XM_022446439.1
LOC111110091,1,1,1,1,1,rna-XM_022446440.1,rna-XM_022446440.1,rna-XM_022446440.1,rna-XM_022446440.1
LOC111110092,1,1,1,1,1,rna-XM_022446442.1,rna-XM_022446442.1,rna-XM_022446442.1,rna-XM_022446442.1
LOC111110093,5,4,3,5,5,rna-XM_022446448.1,rna-XM_022446447.1,rna-XM_022446443.1,rna-XM_022446447.1
LOC111110094,1,2,1,0,2,rna-XM_022446449.1,rna-XM_022446449.1,rna-XM_022446449.1,rna-XM_022446449.1
LOC111110095,1,1,1,1,1,rna-XM_022446451.1,rna-XM_022446451.1,rna-XM_022446451.1,rna-XM_022446451.1
LOC111110096,1,1,1,1,1,rna-XM_022446452.1,rna-XM_022446452.1,rna-XM_022446452.1,rna-XM_022446452.1
LOC111110097,1,1,1,1,1,rna-XM_022446453.1,rna-XM_022446453.1,rna-XM_022446453.1,rna-XM_022446453.1
LOC111110098,2,2,2,2,2,rna-XM_022446455.1,rna-XM_022446455.1,rna-XM_022446455.1,rna-XM_022446455.1
LOC111110099,1,1,1,1,1,rna-XM_022446457.1,rna-XM_022446457.1,rna-XM_022446457.1,rna-XM_022446457.1
LOC111110100,2,1,2,1,2,rna-XM_022446458.1,rna-XM_022446458.1,rna-XM_022446458.1,rna-XM_022446458.1
LOC111110101,2,1,1,2,2,rna-XR_002635761.1,rna-XR_002635762.1,rna-XR_002635762.1,rna-XR_002635761.1
LOC111110102,1,2,2,1,2,rna-XM_022446460.1,rna-XM_022446460.1,rna-XM_022446460.1,rna-XM_022446460.1
LOC111110103,1,1,1,1,1,rna-XM_022446463.1,rna-XM_022446463.1,rna-XM_022446463.1,rna-XM_022446463.1
LOC111110104,2,2,2,1,2,rna-XM_022446465.1,rna-XM_022446464.1,rna-XM_022446464.1,rna-XM_022446464.1
LOC111110105,1,1,1,1,1,rna-XM_022446466.1,rna-XM_022446466.1,rna-XM_022446466.1,rna-XM_022446466.1
LOC111110106,1,1,0,2,2,rna-XR_002635763.1,rna-XR_002635763.1,rna-XR_002635763.1,rna-XR_002635763.1
LOC111110107,1,1,1,1,1,rna-XM_022446467.1,rna-XM_022446467.1,rna-XM_022446468.1,rna-XM_022446467.1
LOC111110108,1,1,1,1,1,rna-XM_022446469.1,rna-XM_022446469.1,rna-XM_022446469.1,rna-XM_022446469.1
LOC111110109,2,1,2,1,2,rna-XM_022446473.1,rna-XM_022446473.1,rna-XM_022446480.1,rna-XM_022446480.1
LOC111110110,1,1,1,1,1,rna-XM_022446470.1,rna-XM_022446470.1,rna-XM_022446470.1,rna-XM_022446470.1
LOC111110111,1,1,1,1,1,rna-XM_022446471.1,rna-XM_022446471.1,rna-XM_022446471.1,rna-XM_022446471.1
LOC111110112,1,1,1,1,1,rna-XM_022446472.1,rna-XM_022446472.1,rna-XM_022446472.1,rna-XM_022446472.1
LOC111110113,1,1,1,1,1,rna-XM_022446474.1,rna-XM_022446474.1,rna-XM_022446474.1,rna-XM_022446474.1
LOC111110114,1,1,1,1,1,gene-LOC111110114,gene-LOC111110114,gene-LOC111110114,gene-LOC111110114
LOC111110115,1,1,1,1,1,rna-XM_022446475.1,rna-XM_022446475.1,rna-XM_022446475.1,rna-XM_022446475.1
LOC111110116,1,1,1,1,1,rna-XM_022446476.1,rna-XM_022446476.1,rna-XM_022446476.1,rna-XM_022446476.1
LOC111110117,1,1,1,1,1,rna-XM_022446477.1,rna-XM_022446477.1,rna-XM_022446477.1,rna-XM_022446477.1
LOC111110118,1,1,1,1,1,rna-XM_022446478.1,rna-XM_022446478.1,rna-XM_022446478.1,rna-XM_022446478.1
LOC111110119,1,1,1,1,1,rna-XM_022446481.1,rna-XM_022446481.1,rna-XM_022446481.1,rna-XM_022446481.1
LOC111110120,2,2,1,2,2,rna-XM_022446483.1,rna-XM_022446483.1,rna-XM_022446484.1,rna-XM_022446483.1
LOC111110121,1,1,1,1,1,rna-XM_022446485.1,rna-XM_022446485.1,rna-XM_022446485.1,rna-XM_022446485.1
LOC111110122,1,1,1,1,1,rna-XM_022446487.1,rna-XM_022446487.1,rna-XM_022446487.1,rna-XM_022446487.1
LOC111110123,1,1,1,1,1,rna-XM_022446488.1,rna-XM_022446488.1,rna-XM_022446488.1,rna-XM_022446488.1
LOC111110124,1,1,1,1,1,rna-XM_022446492.1,rna-XM_022446492.1,rna-XM_022446492.1,rna-XM_022446492.1
LOC111110125,3,2,3,3,3,rna-XM_022446491.1,rna-XM_022446489.1,rna-XM_022446489.1,rna-XM_022446489.1
LOC111110126,1,1,1,1,1,rna-XM_022446493.1,rna-XM_022446493.1,rna-XM_022446493.1,rna-XM_022446493.1
LOC111110127,5,5,4,5,5,rna-XM_022446494.1,rna-XM_022446496.1,rna-XM_022446494.1,rna-XM_022446498.1
LOC111110128,1,1,1,1,1,rna-XM_022446499.1,rna-XM_022446499.1,rna-XM_022446499.1,rna-XM_022446499.1
LOC111110129,1,1,1,1,1,rna-XR_002635765.1,rna-XR_002635765.1,rna-XR_002635765.1,rna-XR_002635765.1
LOC111110130,1,2,1,1,2,rna-XM_022446500.1,rna-XM_022446500.1,rna-XM_022446500.1,rna-XM_022446500.1
LOC111110131,3,2,3,3,3,rna-XM_022446522.1,rna-XM_022446522.1,rna-XM_022446522.1,rna-XM_022446522.1
LOC111110132,1,1,1,1,1,rna-XM_022446502.1,rna-XM_022446502.1,rna-XM_022446502.1,rna-XM_022446502.1
LOC111110133,1,1,1,1,1,rna-XM_022446503.1,rna-XM_022446503.1,rna-XM_022446503.1,rna-XM_022446503.1
LOC111110134,0,0,0,1,1,rna-XM_022446506.1,rna-XM_022446506.1,rna-XM_022446506.1,rna-XM_022446506.1
LOC111110135,1,1,1,1,1,rna-XM_022446508.1,rna-XM_022446508.1,rna-XM_022446508.1,rna-XM_022446508.1
LOC111110136,2,2,1,2,2,rna-XM_022446510.1,rna-XM_022446509.1,rna-XM_022446510.1,rna-XM_022446510.1
LOC111110137,1,1,1,1,1,rna-XM_022446511.1,rna-XM_022446511.1,rna-XM_022446511.1,rna-XM_022446511.1
LOC111110138,1,1,1,1,1,rna-XM_022446512.1,rna-XM_022446512.1,rna-XM_022446512.1,rna-XM_022446512.1
LOC111110139,2,2,2,2,2,rna-XR_002635766.1,rna-XR_002635767.1,rna-XR_002635766.1,rna-XR_002635767.1
LOC111110140,1,1,1,1,1,rna-XM_022446514.1,rna-XM_022446514.1,rna-XM_022446514.1,rna-XM_022446514.1
LOC111110141,1,1,1,1,1,rna-XM_022446515.1,rna-XM_022446515.1,rna-XM_022446515.1,rna-XM_022446515.1
LOC111110142,4,4,5,3,5,rna-XM_022446518.1,rna-XM_022446518.1,rna-XM_022446517.1,rna-XM_022446517.1
LOC111110143,1,1,1,2,2,rna-XM_022446523.1,rna-XM_022446525.1,rna-XM_022446523.1,rna-XM_022446523.1
LOC111110144,1,2,2,2,2,rna-XM_022446527.1,rna-XM_022446526.1,rna-XM_022446527.1,rna-XM_022446527.1
LOC111110145,2,2,2,2,2,rna-XR_002635769.1,rna-XR_002635769.1,rna-XR_002635770.1,rna-XR_002635770.1
LOC111110146,1,1,1,1,1,rna-XM_022446529.1,rna-XM_022446529.1,rna-XM_022446529.1,rna-XM_022446529.1
LOC111110147,2,2,2,2,2,rna-XR_002635771.1,rna-XR_002635771.1,rna-XR_002635771.1,rna-XR_002635771.1
LOC111110148,4,2,5,2,5,rna-XM_022446533.1,rna-XM_022446530.1,rna-XM_022446530.1,rna-XM_022446530.1
LOC111110149,2,1,2,2,2,rna-XM_022446535.1,rna-XM_022446536.1,rna-XM_022446536.1,rna-XM_022446536.1
LOC111110150,1,1,1,1,1,rna-XM_022446537.1,rna-XM_022446537.1,rna-XM_022446537.1,rna-XM_022446537.1
LOC111110151,1,1,1,1,1,rna-XM_022446538.1,rna-XM_022446538.1,rna-XM_022446538.1,rna-XM_022446538.1
LOC111110152,3,3,3,3,3,rna-XM_022446539.1,rna-XM_022446540.1,rna-XR_002635773.1,rna-XR_002635773.1
LOC111110153,1,1,1,1,1,rna-XR_002635774.1,rna-XR_002635774.1,rna-XR_002635774.1,rna-XR_002635774.1
LOC111110154,1,1,1,1,1,rna-XM_022446545.1,rna-XM_022446545.1,rna-XM_022446545.1,rna-XM_022446545.1
LOC111110155,1,1,1,1,1,rna-XM_022446541.1,rna-XM_022446541.1,rna-XM_022446541.1,rna-XM_022446541.1
LOC111110156,2,2,2,2,2,rna-XM_022446543.1,rna-XM_022446543.1,rna-XM_022446543.1,rna-XM_022446543.1
LOC111110157,1,1,1,1,1,rna-XM_022446546.1,rna-XM_022446546.1,rna-XM_022446546.1,rna-XM_022446546.1
LOC111110158,1,1,1,1,1,rna-XM_022446547.1,rna-XM_022446547.1,rna-XM_022446547.1,rna-XM_022446547.1
LOC111110159,1,1,1,1,1,rna-XM_022446548.1,rna-XM_022446548.1,rna-XM_022446548.1,rna-XM_022446548.1
LOC111110160,1,1,1,1,1,rna-XM_022446549.1,rna-XM_022446549.1,rna-XM_022446549.1,rna-XM_022446549.1
LOC111110161,1,1,1,1,1,rna-XM_022446551.1,rna-XM_022446551.1,rna-XM_022446551.1,rna-XM_022446551.1
LOC111110162,1,1,1,1,1,rna-XM_022446555.1,rna-XM_022446555.1,rna-XM_022446555.1,rna-XM_022446555.1
LOC111110163,1,1,1,1,1,rna-XM_022446552.1,rna-XM_022446552.1,rna-XM_022446552.1,rna-XM_022446552.1
LOC111110164,1,1,1,1,1,rna-XM_022446553.1,rna-XM_022446553.1,rna-XM_022446553.1,rna-XM_022446553.1
LOC111110165,1,1,1,1,1,rna-XR_002635775.1,rna-XR_002635775.1,rna-XR_002635775.1,rna-XR_002635775.1
LOC111110166,1,1,1,1,1,rna-XM_022446556.1,rna-XM_022446556.1,rna-XM_022446556.1,rna-XM_022446556.1
LOC111110167,1,1,1,1,1,rna-XM_022446557.1,rna-XM_022446557.1,rna-XM_022446557.1,rna-XM_022446557.1
LOC111110168,1,1,1,1,1,rna-XM_022446558.1,rna-XM_022446558.1,rna-XM_022446558.1,rna-XM_022446558.1
LOC111110169,1,1,1,1,1,rna-XM_022446559.1,rna-XM_022446559.1,rna-XM_022446559.1,rna-XM_022446559.1
LOC111110170,1,1,1,1,1,rna-XM_022446560.1,rna-XM_022446560.1,rna-XM_022446560.1,rna-XM_022446560.1
LOC111110171,1,1,1,2,2,rna-XM_022446561.1,rna-XM_022446561.1,rna-XM_022446561.1,rna-XM_022446561.1
LOC111110172,1,1,1,1,1,rna-XR_002635776.1,rna-XR_002635776.1,rna-XR_002635776.1,rna-XR_002635776.1
LOC111110173,1,1,1,1,1,rna-XM_022446564.1,rna-XM_022446564.1,rna-XM_022446564.1,rna-XM_022446564.1
LOC111110174,1,1,1,1,1,rna-XM_022446565.1,rna-XM_022446565.1,rna-XM_022446565.1,rna-XM_022446565.1
LOC111110175,1,1,1,1,1,rna-XM_022446566.1,rna-XM_022446566.1,rna-XM_022446566.1,rna-XM_022446566.1
LOC111110176,1,1,1,1,1,rna-XM_022446567.1,rna-XM_022446567.1,rna-XM_022446567.1,rna-XM_022446567.1
LOC111110177,1,1,0,1,1,rna-XM_022446568.1,rna-XM_022446568.1,rna-XM_022446568.1,rna-XM_022446568.1
LOC111110178,1,1,1,1,1,rna-XM_022446574.1,rna-XM_022446574.1,rna-XM_022446574.1,rna-XM_022446574.1
LOC111110179,4,2,4,3,4,rna-XM_022446573.1,rna-XM_022446573.1,rna-XM_022446570.1,rna-XM_022446570.1
LOC111110180,1,1,1,1,1,rna-XR_002635777.1,rna-XR_002635777.1,rna-XR_002635777.1,rna-XR_002635777.1
LOC111110181,1,1,1,1,1,rna-XM_022446575.1,rna-XM_022446575.1,rna-XM_022446575.1,rna-XM_022446575.1
LOC111110182,1,1,1,1,1,rna-XM_022446576.1,rna-XM_022446576.1,rna-XM_022446576.1,rna-XM_022446576.1
LOC111110183,1,1,1,1,1,rna-XM_022446577.1,rna-XM_022446577.1,rna-XM_022446577.1,rna-XM_022446577.1
LOC111110184,1,1,1,1,1,rna-XM_022446578.1,rna-XM_022446578.1,rna-XM_022446578.1,rna-XM_022446578.1
LOC111110185,1,1,1,1,1,rna-XM_022446579.1,rna-XM_022446579.1,rna-XM_022446579.1,rna-XM_022446579.1
LOC111110186,0,0,1,1,1,rna-XR_002635778.1,rna-XR_002635778.1,rna-XR_002635778.1,rna-XR_002635778.1
LOC111110187,1,1,1,1,1,rna-XM_022446580.1,rna-XM_022446580.1,rna-XM_022446580.1,rna-XM_022446580.1
LOC111110188,1,1,1,1,1,rna-XM_022446584.1,rna-XM_022446584.1,rna-XM_022446584.1,rna-XM_022446584.1
LOC111110189,1,1,1,1,1,rna-XM_022446581.1,rna-XM_022446581.1,rna-XM_022446581.1,rna-XM_022446581.1
LOC111110190,1,1,1,1,1,rna-XM_022446582.1,rna-XM_022446582.1,rna-XM_022446582.1,rna-XM_022446582.1
LOC111110191,1,1,1,1,1,rna-XM_022446583.1,rna-XM_022446583.1,rna-XM_022446583.1,rna-XM_022446583.1
