gene	SPID
LOC111126021	Q5ZID0
LOC111127494	Q69ZQ1
LOC111126386	Q05192
LOC111123088	Q3MHY8
LOC111125918	Q8WV83
LOC111125289	Q02965
LOC111125123	P22448
LOC111125123	Q9W6B3
LOC111125811	A0MSJ1
LOC111125814	P51569
LOC111125815	Q6TUG0
LOC111127470	Q92847
LOC111123098	P83088
LOC111123491	Q5RBX2
LOC111126200	P24628
LOC111124692	Q6X936
LOC111126376	O60500
LOC111124310	O02751
LOC111122574	Q09225
LOC111126274	Q8K0U4
LOC111122551	Q6DRG1
LOC111122550	Q7SY29
LOC111125329	Q8MP06
LOC111123643	Q20930
LOC111124311	M0RC99
LOC111124875	Q9I9M5
LOC111122773	A7YY35
LOC111125576	Q63617
LOC111125576	Q7ZUW2
LOC111125664	Q63665
LOC111126975	Q9DBG7
LOC111127339	Q8N1M1
LOC111123540	P35543
LOC111125404	Q92542
LOC111127095	P70097
LOC111127096	P61025
LOC111126534	Q07553
LOC111127055	Q07553
LOC111127475	Q9Y2X3
LOC111126439	Q8BVD5
LOC111127562	Q9QXN5
LOC111125130	O15442
LOC111125131	Q5ZL74
LOC111125457	P46061
LOC111126608	E9Q8I9
LOC111126609	Q5M786
LOC111127026	Q32S26
LOC111126942	Q9VVW3
LOC111124314	B5FYQ0
LOC111122629	A2AWA9
LOC111126347	O88609
LOC111126526	O88609
LOC111122645	Q4VGL6
LOC111124315	C9D7C2
LOC111126336	Q9JII1
LOC111125059	P11833
LOC111124316	D3Z8D9
LOC111126406	Q0VFH6
LOC111125098	B0BLZ5
LOC111125095	Q0P4I1
LOC111125097	Q90744
LOC111124317	P18127
LOC111124319	Q62371
LOC111125397	Q55BZ5
LOC111124320	Q868T3
LOC111123471	Q868T3
LOC111122703	P02640
LOC111122700	Q99615
LOC111122701	Q5R4U0
LOC111124323	O02751
LOC111124325	Q9R0W9
LOC111123840	Q5R478
LOC111123841	Q9XSJ0
LOC111123836	G3I6Z6
LOC111123842	Q921Y2
LOC111123839	Q5R6B2
LOC111123844	P26714
LOC111122998	Q5M9N0
LOC111122836	Q9Y673
LOC111127278	Q9H720
LOC111125225	O54834
LOC111124327	Q58CP9
LOC111122970	Q5XJD3
LOC111127477	Q8BVQ5
LOC111124849	Q52KB6
LOC111127457	Q708S8
LOC111126630	Q9V477
LOC111126195	Q5SSI6
LOC111124754	Q9UKJ5
LOC111124752	Q7T010
LOC111125838	Q96MM6
LOC111123581	Q6P360
LOC111122789	Q20929
LOC111123889	Q20929
LOC111123674	Q8SWR3
LOC111123675	Q02370
LOC111125488	P51954
LOC111123955	Q96PE2
LOC111123955	Q80U35
LOC111123743	Q3KPT0
LOC111123741	Q28728
LOC111123742	Q28728
LOC111122834	Q28728
LOC111127478	C9JQI7
LOC111123154	Q8BM88
LOC111126078	P62909
LOC111126149	Q14517
LOC111125142	Q3ZBG9
LOC111125562	Q9WVF7
LOC111125853	A7SM54
LOC111127001	Q63060
LOC111124843	P18755
LOC111124843	P14921
LOC111127482	Q5Y5T3
LOC111127407	Q09324
LOC111126384	Q9VWP4
LOC111126314	Q6DFF6
LOC111122984	Q810N6
LOC111122794	Q6DCP1
LOC111124724	Q3SYV7
LOC111122846	Q6P4H8
LOC111126040	P41105
LOC111125209	Q14517
LOC111126482	P62909
LOC111126013	Q8BM88
LOC111127659	C9JQI7
LOC111123075	Q28728
LOC111123073	Q28728
LOC111123072	Q28728
LOC111124894	Q96PE2
LOC111124894	Q80U35
LOC111125854	P51954
LOC111123682	Q02370
LOC111123681	Q8SWR3
LOC111126868	Q20929
LOC111122537	Q20929
LOC111126087	Q6P360
LOC111127361	Q96MM6
LOC111127195	Q7T010
LOC111126746	Q9UKJ5
LOC111125875	Q5SSI6
LOC111125874	Q9V477
LOC111125876	Q708S8
LOC111124838	Q52KB6
LOC111127202	Q8BVQ5
LOC111122880	Q5XJD3
LOC111125826	O75575
LOC111125386	Q0VFV6
LOC111125941	P20749
LOC111123010	O14757
LOC111126163	P16104
LOC111126162	P24140
LOC111122663	P37397
LOC111125720	Q8N2E2
LOC111123208	Q5ZJH7
LOC111123207	Q9Y2E4
LOC111122847	Q7ZUZ0
LOC111125890	Q8N9H8
LOC111125895	Q5VUE5
LOC111125891	Q6P3S1
LOC111123526	Q59LN9
LOC111126371	P50163
LOC111126370	Q9CYL5
LOC111126368	Q14517
LOC111126053	Q58DK5
LOC111126053	Q5R971
LOC111125820	Q6IFT6
LOC111125567	Q14AT5
LOC111125567	Q6IFT6
LOC111126505	A2RST1
LOC111125668	Q8K2G4
LOC111126277	Q9W4E2
LOC111126278	Q6NYB4
LOC111124746	P54359
LOC111124745	Q9QXW9
LOC111123236	Q8NEZ4
LOC111122706	F1R8P4
LOC111123952	Q14094
LOC111123951	Q5E9I1
LOC111125864	Q08D69
LOC111125911	O43301
LOC111125911	Q96MM6
LOC111126548	Q8IZF6
LOC111124333	B0BN95
LOC111127106	Q3ZBG9
LOC111126979	Q8IW92
LOC111122962	A2AVA0
LOC111126918	Q9VAC5
LOC111122669	Q96AH0
LOC111125232	Q9VAC5
LOC111125210	P27170
LOC111125211	P27170
LOC111126968	P13395
LOC111127103	Q16549
LOC111122819	O09167
LOC111126051	Q5RBQ4
LOC111124021	Q74GW7
LOC111124334	O43159
LOC111127008	A7RNG8
LOC111122725	Q96NL6
LOC111122614	Q5R9U9
LOC111122707	Q0IIB1
LOC111124704	Q704S8
LOC111125846	Q3UHC7
LOC111127060	Q9Y113
LOC111124657	Q58DL5
LOC111122815	O61491
LOC111125402	Q9P0M2
LOC111125401	P50613
LOC111123214	P85971
LOC111127288	Q5ZLM0
LOC111125621	Q9NQH7
LOC111125622	Q5ZLF0
LOC111125805	O42401
LOC111124651	Q24372
LOC111124653	Q24372
LOC111126836	Q24372
LOC111124336	Q6GQB9
LOC111126837	Q24372
LOC111126835	Q6GQB9
LOC111123677	Q8SWR3
LOC111124337	Q96HV5
LOC111124631	Q9Y2U5
LOC111126192	P20664
LOC111125100	Q95Q62
LOC111124168	Q967D7
LOC111127422	Q62384
LOC111122600	P18101
LOC111127067	O14681
LOC111123867	Q8ISN9
LOC111123856	Q15042
LOC111123864	Q5ZHV5
LOC111124343	Q5BLD8
LOC111123857	P34586
LOC111123863	Q9R1X5
LOC111123855	Q9QYM0
LOC111124345	Q86WI1
LOC111126177	Q15042
LOC111126080	Q5ZHV5
LOC111126082	Q8WXB1
LOC111126055	Q9NZR2
LOC111122967	P09172
LOC111123102	Q9Y5A7
LOC111125572	P58465
LOC111125573	P61959
LOC111125574	P61959
LOC111125807	Q05BQ5
LOC111126107	Q5F457
LOC111126106	Q8MIQ9
LOC111122867	P17842
LOC111123583	P34586
LOC111124346	Q9QYM0
LOC111125188	Q9QYM0
LOC111125198	Q09JY9
LOC111125202	Q6GQ48
LOC111125199	Q80WQ4
LOC111125203	O35240
LOC111124649	A1A4S6
LOC111123535	Q9VAU9
LOC111127277	P60321
LOC111124758	F1RB95
LOC111124759	Q7ZUU1
LOC111124757	Q460N3
LOC111127138	Q2EMV9
LOC111123885	Q8K0U4
LOC111124351	Q8K0U4
LOC111123198	O43301
LOC111123199	O43301
LOC111125459	P24643
LOC111124352	P12027
LOC111126123	E7FCN8
LOC111125061	P12527
LOC111125061	O16025
LOC111122527	Q4R4P3
LOC111125297	Q1JPD2
LOC111125801	Q3UFB2
LOC111125779	P70195
LOC111124743	Q5JUQ0
LOC111124744	Q9D4F2
LOC111124742	Q8TDX7
LOC111123666	P35658
LOC111123665	P62916
LOC111126118	O08600
LOC111122902	Q62398
LOC111124916	Q8NHP6
LOC111127513	O77834
LOC111124355	A0JPI9
LOC111123467	Q4R4Z9
LOC111123515	Q4R4Z9
LOC111123081	Q4R4Z9
LOC111125385	Q99943
LOC111125384	Q3TLH4
LOC111123998	Q5T9C2
LOC111122649	A3KPW9
LOC111122652	Q6GPQ6
LOC111122651	Q2TBX6
LOC111122650	O43172
LOC111124676	Q16FT5
LOC111124674	P20735
LOC111124675	P20735
LOC111124019	Q923G2
LOC111126131	Q641Y2
LOC111126316	Q641Y2
LOC111123584	J3S6Y1
LOC111122921	A2AX52
LOC111122922	Q9JI18
LOC111124872	Q96MB7
LOC111124873	Q5R941
LOC111127442	P59024
LOC111127441	Q41649
LOC111126401	O15484
LOC111125129	O42131
LOC111123155	Q5RF84
LOC111124479	Q12852
LOC111124482	Q04310
LOC111124008	Q2SHM4
LOC111127431	Q63850
LOC111125342	G5EBQ8
LOC111125340	G5EBQ8
LOC111125341	G5EBQ8
LOC111126865	Q5R5L3
LOC111123357	Q9QZB9
LOC111124357	O45870
LOC111122871	P59111
LOC111125208	G5EBQ8
LOC111123069	Q6F6U3
LOC111123713	P55006
LOC111123708	Q96MB7
LOC111123707	O93530
LOC111123709	Q96MB7
LOC111123705	Q70LM7
LOC111123710	O88451
LOC111124358	Q66KY3
LOC111123702	Q8NEE8
LOC111123702	Q8C1F5
LOC111123700	P10040
LOC111127201	Q8IRC7
LOC111127200	Q6NRG5
LOC111126231	Q969S6
LOC111126507	P47238
LOC111126641	Q8VI56
LOC111125631	Q28HC6
LOC111125632	Q9JMF7
LOC111124699	Q28GD4
LOC111124698	Q28FX0
LOC111126626	Q5R6Z6
LOC111125080	Q923S9
LOC111125077	G3X9Z4
LOC111125079	P91580
LOC111124991	Q9BXJ9
LOC111124359	P95329
LOC111123804	Q5ZLH0
LOC111123804	G5E8K5
LOC111123805	Q05AV0
LOC111125502	Q96G03
LOC111125523	Q6GNV7
LOC111125498	Q9VF87
LOC111125503	Q17232
LOC111125521	Q09225
LOC111125517	Q08CG8
LOC111125501	Q60714
LOC111125509	Q9XWN7
LOC111125507	Q5WR10
LOC111125522	Q5WR10
LOC111126706	Q86UD0
LOC111126776	P35244
LOC111126564	F4KD71
LOC111123325	Q9CQW0
LOC111123964	Q96PQ7
LOC111124594	Q86TZ1
LOC111124595	Q68EV6
LOC111126893	O35690
LOC111123115	P51521
LOC111122561	O00548
LOC111122539	P70705
LOC111123045	P97376
LOC111127223	G5E8F4
LOC111125883	O75808
LOC111124569	P70389
LOC111124570	Q8R197
LOC111124568	P60924
LOC111122897	Q8R323
LOC111122895	Q08174
LOC111124362	Q6X862
LOC111126878	Q6R5N8
LOC111127016	Q6R5N8
LOC111127017	Q95M53
LOC111123621	Q9CQN1
LOC111123623	Q03105
LOC111123620	Q5RFQ3
LOC111125029	Q9JMD3
LOC111125027	O18894
LOC111125027	Q9R279
LOC111124365	Q9UBM8
LOC111123375	Q502K3
LOC111123376	Q868T3
LOC111123372	O89110
LOC111123381	P22232
LOC111123388	P57102
LOC111123383	P57088
LOC111124366	Q9UI36
LOC111123384	Q9JMD3
LOC111123371	P51792
LOC111123371	O18894
LOC111123379	Q80YG3
LOC111123380	Q9UBM8
LOC111122555	Q502K3
LOC111122556	Q868T3
LOC111126711	O89110
LOC111122686	P22232
LOC111123028	P57102
LOC111122597	P57088
LOC111125360	Q9UI36
LOC111125115	Q3T0D6
LOC111124483	P86952
LOC111124484	Q6ZTW0
LOC111125532	O88327
LOC111127153	O15973
LOC111123035	Q8C3X4
LOC111123228	O57382
LOC111127151	P20595
LOC111124375	Q9WVI4
LOC111125358	Q24292
LOC111125350	O94469
LOC111125354	Q28CV2
LOC111125352	A0JNJ3
LOC111125357	Q6V0I7
LOC111124376	P32018
LOC111125356	Q9R0M6
LOC111125355	P79942
LOC111125353	Q0VF22
LOC111124377	Q8IW45
LOC111125349	Q6KEQ9
LOC111125224	Q6AYX5
LOC111126981	Q6ZSS7
LOC111124378	Q0IHY5
LOC111126108	B2RXA1
LOC111126109	Q01768
LOC111126079	Q9X248
LOC111122995	Q9Y5X3
LOC111122996	P49793
LOC111125013	Q503Q1
LOC111127164	Q5ZMD4
LOC111126709	Q6F6U3
LOC111126911	P11536
LOC111122791	Q6P2W7
LOC111124379	Q8BGV0
LOC111122503	Q8R034
LOC111122501	Q3T094
LOC111122502	Q7TP17
LOC111125380	Q14AW5
LOC111124762	Q9BKZ9
LOC111124760	A0A0R4IWG9
LOC111124573	E1B7L7
LOC111124574	P70031
LOC111125237	Q6YGZ4
LOC111125237	Q8QGQ6
LOC111123554	G5EBX9
LOC111123809	Q175F8
LOC111123762	P51826
LOC111125716	D3Z902
LOC111123751	P52486
LOC111123753	P60892
LOC111123747	Q58A65
LOC111123748	P51830
LOC111123211	B2RWS6
LOC111127230	P12613
LOC111127238	B6CZ61
LOC111127227	B4PSQ2
LOC111127224	Q8BP86
LOC111127241	P59083
LOC111124381	Q8K3K7
LOC111127229	Q06BR2
LOC111127233	Q9NRA2
LOC111127231	P12613
LOC111124383	Q09575
LOC111127239	B6CZ61
LOC111127228	B4PSQ2
LOC111127226	Q8BP86
LOC111127240	P59083
LOC111124717	Q06BR2
LOC111123333	Q9NRA2
LOC111124681	Q9R044
LOC111124681	A2AJ76
LOC111127165	Q8WV92
LOC111127330	Q28CH8
LOC111127337	Q5M862
LOC111127320	B7Z0W9
LOC111127332	Q7Z0T3
LOC111127313	Q6P9B9
LOC111127316	Q05AL1
LOC111127325	F1RCP1
LOC111127326	Q13685
LOC111127315	Q9WV04
LOC111127322	Q08289
LOC111127322	Q9MZL5
LOC111127321	P09172
LOC111127324	O14733
LOC111124389	Q05932
LOC111127329	Q28CH8
LOC111127336	Q5M862
LOC111127319	B7Z0W9
LOC111127331	Q7Z0T3
LOC111127314	Q6P9B9
LOC111127318	Q05AL1
LOC111125798	F1RCP1
LOC111122807	Q13685
LOC111122805	Q9WV04
LOC111122806	Q08289
LOC111122806	Q9MZL5
LOC111125361	P09172
LOC111125362	O14733
LOC111123976	P48760
LOC111123975	Q8C8N2
LOC111123978	P49366
LOC111123077	Q9SVG0
LOC111124391	Q61555
LOC111123656	Q00918
LOC111127147	A2ARV4
LOC111127009	Q24799
LOC111125646	P07192
LOC111126133	Q9C9R3
LOC111123724	Q1RMP0
LOC111123431	Q96Q42
LOC111124392	Q7NBF8
LOC111124393	Q01528
LOC111124394	P19813
LOC111126900	Q8BX09
LOC111125319	Q8N7N5
LOC111125303	Q9R101
LOC111125014	Q90ZK6
LOC111126785	Q8K2J9
LOC111127171	Q9Y6R7
LOC111125636	O01393
LOC111125629	O01393
LOC111125145	O01393
LOC111126442	Q03412
LOC111127341	A8MPX8
LOC111126847	Q8CDU5
LOC111125144	P51147
LOC111124917	Q9BZF3
LOC111125229	Q5U4Q0
LOC111126389	Q91ZU6
LOC111126272	Q80ZA4
LOC111124397	G5EDE9
LOC111124992	Q91ZU6
LOC111126443	Q80ZA4
LOC111123601	G5EDE9
LOC111124637	Q98867
LOC111126454	Q923P0
LOC111124882	O08590
LOC111122959	P70031
LOC111126301	Q9Y5X4
LOC111124566	A5D794
LOC111125920	Q12933
LOC111125671	P61222
LOC111122854	Q9DC61
LOC111123197	O14513
LOC111123910	Q7ZU45
LOC111123912	P70351
LOC111123909	A1XQX0
LOC111123823	P08953
LOC111125026	Q9V477
LOC111123291	Q15399
LOC111124404	Q8JFW4
LOC111124405	P24399
LOC111123579	Q6ZUK4
LOC111126002	Q96LR5
LOC111127394	Q95ZJ1
LOC111127143	Q9HDD0
LOC111125065	Q9NVG8
LOC111125064	Q9UGM1
LOC111124409	Q8N2E2
LOC111125091	Q6DFV8
LOC111125276	Q9WVR6
LOC111127032	Q9H7P6
LOC111125116	B0V207
LOC111126086	Q8C120
LOC111122564	Q26636
LOC111122563	Q9GKL8
LOC111126710	O35186
LOC111127093	Q5R4U0
LOC111126581	O75197
LOC111125804	Q15063
LOC111125919	P55906
LOC111126283	P82198
LOC111125806	Q8N1B4
LOC111124922	R9UTQ8
LOC111127561	Q80W71
LOC111125458	Q0KHY3
LOC111123292	A8WHP3
LOC111123156	Q99046
LOC111122617	Q6R5N8
LOC111125867	P49596
LOC111124618	Q99J23
LOC111124620	Q5XIU9
LOC111127217	Q2KIG0
LOC111125055	B0V207
LOC111126039	Q8C120
LOC111125656	Q26636
LOC111125656	Q9GKL8
LOC111123637	Q9GKL8
LOC111123637	Q26636
LOC111125197	O35186
LOC111127254	Q5R4U0
LOC111123285	Q96MM6
LOC111126486	O75197
LOC111123516	Q15063
LOC111123064	P55906
LOC111126150	Q62009
LOC111127410	Q8K0U4
LOC111127472	Q96MM6
LOC111126656	Q8K0U4
LOC111122678	O43301
LOC111126198	Q96MM6
LOC111125746	Q99LB6
LOC111125748	Q9UM13
LOC111125749	Q4L235
LOC111125750	Q6P1U3
LOC111125745	F1LVW7
LOC111124853	O60879
LOC111122508	Q9JI35
LOC111127528	Q91ZY2
LOC111124577	Q26626
LOC111123790	Q9H1D0
LOC111123791	A2RRW4
LOC111123997	Q8BLN6
LOC111125827	Q9CXE0
LOC111125828	Q8BSN3
LOC111125659	A5PK45
LOC111123954	O01393
LOC111122888	P97872
LOC111122887	Q9UPV9
LOC111122882	Q6ZS30
LOC111122889	Q63931
LOC111124418	Q6ZS30
LOC111123800	Q63931
LOC111126624	Q8N5T2
LOC111123294	Q0VAA2
LOC111127434	P07742
LOC111126062	Q9HC07
LOC111126732	Q02040
LOC111125113	Q6P1S4
LOC111124426	O75581
LOC111127522	A8WHP3
LOC111123811	Q90805
LOC111125305	Q9EQG6
LOC111125995	Q9UHV9
LOC111127044	Q503F2
LOC111126687	O54775
LOC111126915	Q32LN4
LOC111126349	Q9VUJ0
LOC111124701	Q9ERU9
LOC111127034	O35264
LOC111122874	Q761V0
LOC111126610	P28021
LOC111125271	Q6PIJ4
LOC111125272	O00303
LOC111126225	Q17Q39
LOC111126226	Q24537
LOC111123691	P70704
LOC111123691	Q9Y2Q0
LOC111123693	Q5XJQ5
LOC111123693	Q3SWZ4
LOC111122939	P24861
LOC111127260	Q92878
LOC111127260	P70388
LOC111126745	P24350
LOC111126745	Q90435
LOC111124694	Q6YHK3
LOC111123245	Q3UMC0
LOC111127510	A2AAE1
LOC111126327	Q4R628
LOC111127072	Q9H0K4
LOC111125124	Q9Z136
LOC111126147	Q6GLQ4
LOC111125735	Q5T1B0
LOC111125737	Q15527
LOC111123083	Q18932
LOC111123723	P57695
LOC111123723	P23415
LOC111126896	F1R8P4
LOC111126897	P23416
LOC111125085	Q7T2C4
LOC111123595	Q6DDL7
LOC111125795	Q460N3
LOC111126113	Q9Y345
LOC111126114	Q9Y345
LOC111127053	Q5RGB8
LOC111127053	Q6ZPT1
LOC111125486	Q8N5T2
LOC111124847	Q9CZJ2
LOC111124845	Q5RGB8
LOC111125667	Q9Y345
LOC111125666	Q9Y345
LOC111126112	Q460N5
LOC111123611	Q6DDL7
LOC111126713	Q7T2C4
LOC111127344	P23416
LOC111122821	F1R8P4
LOC111126221	P57695
LOC111125884	Q15527
LOC111125885	Q5T1B0
LOC111126428	Q6GLQ4
LOC111125483	Q9Z136
LOC111122944	Q9H0K4
LOC111126134	Q4R628
LOC111126798	A2AAE1
LOC111122623	Q3UMC0
LOC111124638	Q6YHK3
LOC111127064	P24350
LOC111127064	Q90435
LOC111127309	Q92878
LOC111127309	P70388
LOC111122860	P24861
LOC111123905	Q5XJQ5
LOC111123905	Q3SWZ4
LOC111123904	P70704
LOC111125762	Q24537
LOC111125760	Q17Q39
LOC111125652	O00303
LOC111125651	Q6PIJ4
LOC111122907	P28021
LOC111122948	Q761V0
LOC111126866	Q5R4G2
LOC111124696	Q9ERU9
LOC111126431	Q9VUJ0
LOC111124913	Q32LN4
LOC111126681	O54775
LOC111124435	Q503F2
LOC111123698	Q9UHV9
LOC111125785	Q86VN1
LOC111125784	Q5RL51
LOC111125137	Q5R6H7
LOC111125136	Q5TZE1
LOC111125658	Q922Q6
LOC111125657	P58389
LOC111125909	Q6PBM8
LOC111125906	Q24151
LOC111125907	P52632
LOC111126689	O57429
LOC111122873	Q8WY36
LOC111122768	Q08D62
LOC111126119	Q8N695
LOC111122499	Q8N695
LOC111127170	P63014
LOC111126752	Q8N2E2
LOC111126753	P22001
LOC111123485	O43301
LOC111126844	Q6ZNB6
LOC111125231	Q05086
LOC111127274	O60264
LOC111127464	Q6NSJ0
LOC111125938	Q861W0
LOC111125939	Q09225
LOC111127131	Q5XH95
LOC111126502	B1H116
LOC111126501	Q9QXU2
LOC111126088	Q03958
LOC111124440	Q99P50
LOC111127354	P50882
LOC111127353	Q5R6W5
LOC111127351	P24014
LOC111127352	Q2KIJ2
LOC111124441	Q96DM1
LOC111126946	Q2KIJ2
LOC111123462	Q5R6W5
LOC111123460	P24014
LOC111123463	P50882
LOC111124442	Q99P50
LOC111126124	Q03958
LOC111127303	Q9QXU2
LOC111123054	B1H116
LOC111126701	Q5XH95
LOC111127409	Q09225
LOC111123087	Q861W0
LOC111127386	Q6NSJ0
LOC111123068	Q566M8
LOC111123066	O60264
LOC111125292	Q05086
LOC111122712	Q6ZNB6
LOC111123555	O43301
LOC111126957	P16389
LOC111127130	Q8N2E2
LOC111122547	Q06348
LOC111125053	Q8N695
LOC111125054	Q8N695
LOC111127542	Q08D62
LOC111126955	Q8WY36
LOC111126744	O57429
LOC111124445	P34456
LOC111124726	Q24151
LOC111124733	Q6PBM8
LOC111124731	Q0VCQ4
LOC111124730	P58389
LOC111124732	Q922Q6
LOC111123086	Q922Q6
LOC111125016	Q5TZE1
LOC111125017	Q5R6H7
LOC111125551	Q5RL51
LOC111125553	Q86VN1
LOC111123103	O95831
LOC111122493	Q0VAA2
LOC111125449	G5EBQ8
LOC111125448	G5EBQ8
LOC111125756	G5EBQ8
LOC111126361	O73930
LOC111124498	Q8R4G6
LOC111124715	E7FCN8
LOC111124713	D3YXG0
LOC111123633	A0JPI9
LOC111125494	Q96MB7
LOC111127463	Q9MYM7
LOC111124501	P91778
LOC111124502	Q0VAA2
LOC111124500	P07742
LOC111126414	Q9HC07
LOC111126129	Q02040
LOC111125541	Q6P1S4
LOC111126695	O75096
LOC111122742	A8WHP3
LOC111124456	Q09575
LOC111123871	Q90805
LOC111125307	Q9EQG6
LOC111126583	Q9HCK4
LOC111124464	Q5SGD2
LOC111123114	B0WGM1
LOC111124465	B0WGM1
LOC111122974	Q9N1E6
LOC111123027	Q9N1E5
LOC111130199	D3YXG0
LOC111128180	G5EBQ8
LOC111130197	B3EWZ3
LOC111128208	B3EWY9
LOC111131097	Q60452
LOC111129153	Q3V0Q6
LOC111129151	O42976
LOC111129152	Q9D361
LOC111131165	Q96H78
LOC111131023	P49411
LOC111129179	O60140
LOC111131566	Q9CVD2
LOC111128214	Q8STF0
LOC111128217	Q95NI4
LOC111131474	Q95NI4
LOC111131474	P04352
LOC111131476	P02594
LOC111131477	Q95NI4
LOC111131477	P62184
LOC111131475	Q95NR9
LOC111131480	P02594
LOC111128223	P02599
LOC111131478	O97341
LOC111131473	Q9W2H1
LOC111131479	O97341
LOC111131481	O97341
LOC111131565	P09481
LOC111130752	Q28062
LOC111130753	P86854
LOC111128581	Q8BVP5
LOC111128581	Q9Y6M4
LOC111128581	Q8BTH8
LOC111128581	A7E3X2
LOC111131041	A0JN62
LOC111128898	P0CO88
LOC111128898	Q1EAU8
LOC111128896	Q6NRY2
LOC111128897	Q91XE9
LOC111128899	Q8IWL3
LOC111128900	P62313
LOC111128359	Q9NZJ4
LOC111131515	Q9D6R2
LOC111131581	Q61532
LOC111130678	Q60870
LOC111130678	Q5RE33
LOC111128746	Q91YK0
LOC111128748	P07902
LOC111131063	Q2KJC9
LOC111129343	Q8MJV0
LOC111129038	D3YXG0
LOC111129035	Q8T5G8
LOC111129033	Q8T5G8
LOC111129157	Q96RW7
LOC111129155	Q9VCA2
LOC111129156	Q3YAW7
LOC111129158	Q99538
LOC111128282	Q8BRK9
LOC111130076	A4IIL4
LOC111130582	Q8CEQ0
LOC111130581	Q924I2
LOC111130961	P90884
LOC111130062	Q8BLK3
LOC111129277	Q9JLT0
LOC111130726	Q2KJC9
LOC111129947	Q864S8
LOC111129084	Q62441
LOC111130065	Q6ZPY2
LOC111130064	Q26473
LOC111128020	Q9Y6G5
LOC111128675	Q9BX70
LOC111128327	A7Z064
LOC111130289	Q568D2
LOC111131555	Q9Z1N3
LOC111129502	A4IF78
LOC111128328	Q969U6
LOC111128920	Q9JLB5
LOC111130535	O14975
LOC111129004	Q38902
LOC111130660	Q86WC6
LOC111130564	Q03111
LOC111128984	H9J9M0
LOC111128983	Q61830
LOC111128985	Q9UBG0
LOC111128982	P22897
LOC111130275	Q96JP0
LOC111130883	P19965
LOC111130599	Q8N806
LOC111128676	E7FDW2
LOC111131136	O95433
LOC111131173	Q68FE7
LOC111129860	O15033
LOC111129862	Q5U508
LOC111131781	P08842
LOC111131693	Q561P5
LOC111130151	P29974
LOC111131168	P17972
LOC111130633	Q3UMB5
LOC111130634	Q9LGZ2
LOC111131798	P24603
LOC111130898	P55013
LOC111130899	F1R8P4
LOC111129980	Q9JLC8
LOC111129981	Q9JLC8
LOC111129948	Q9H7Z3
LOC111128906	Q07890
LOC111128907	Q6PBN2
LOC111131765	B3EWZ5
LOC111131674	P08478
LOC111130595	H9J9M0
LOC111130788	H9JW43
LOC111128454	Q64475
LOC111127878	Q80UF4
LOC111127877	Q9Y4F5
LOC111128140	O54926
LOC111130552	Q6VEU3
LOC111130867	Q8VCX6
LOC111128059	Q96BY7
LOC111127946	Q9Y600
LOC111129515	A7SMW7
LOC111129513	Q29RQ5
LOC111129250	Q8BYM7
LOC111129249	Q8VEB2
LOC111127965	P02599
LOC111128371	Q5BL29
LOC111130516	Q8NFF2
LOC111128068	A8WHP3
LOC111130771	Q9BMX5
LOC111131374	P70399
LOC111129220	Q9VD44
LOC111129219	Q9EPU0
LOC111130165	Q0IIE2
LOC111130747	Q8N567
LOC111131397	P18173
LOC111131569	V5NAL9
LOC111128790	Q9GZR5
LOC111130622	Q8CG46
LOC111131276	Q14191
LOC111131671	Q6GMD3
LOC111131126	Q6SZ65
LOC111130216	Q7ZVZ7
LOC111131823	O75030
LOC111130902	Q9CQ90
LOC111130733	Q16739
LOC111130479	P95125
LOC111130478	Q9H477
LOC111131435	Q3T0V9
LOC111130591	Q5R788
LOC111130590	A8C756
LOC111130279	Q96NE9
LOC111131364	P97878
LOC111131365	Q6DBR9
LOC111128029	Q8TDJ6
LOC111128025	P50429
LOC111128875	H2A0L1
LOC111128455	H2A0L1
LOC111131741	H2A0L1
LOC111130695	Q9H091
LOC111128424	Q8R1B8
LOC111128424	P31396
LOC111130163	P33272
LOC111130160	P10632
LOC111130162	P10632
LOC111130162	P33265
LOC111128585	Q15751
LOC111130734	Q5XGD9
LOC111128153	Q5F3D7
LOC111128687	P11498
LOC111128687	Q29RK2
LOC111128688	Q8R2K4
LOC111128731	P86733
LOC111130958	P86963
LOC111128340	H2A0P0
LOC111131508	Q64475
LOC111131507	Q80UF4
LOC111131505	Q9Y4F5
LOC111127960	O54926
LOC111131812	Q6VEU3
LOC111131811	Q8VCX6
LOC111128047	Q96BY7
LOC111131388	Q9Y600
LOC111129864	A7SMW7
LOC111129863	Q29RQ5
LOC111129218	Q8BYM7
LOC111129217	Q8VEB2
LOC111130666	P02599
LOC111128435	Q5EAR5
LOC111130627	Q5R7H0
LOC111130626	Q9VZI3
LOC111128088	Q8TAM2
LOC111128090	Q6P3N5
LOC111129482	Q28D01
LOC111131289	D4AR77
LOC111130842	A4IF87
LOC111130483	Q40251
LOC111128234	O35085
LOC111131403	O93529
LOC111130320	H9JW43
LOC111130086	Q9ESS0
LOC111128792	Q6ZPT1
LOC111130231	Q5RCU0
LOC111130432	P16473
LOC111128042	Q9VFB2
LOC111128042	Q5SPH9
LOC111130438	Q6DHB1
LOC111128642	Q8BXJ2
LOC111129819	Q8NHH9
LOC111127981	Q28653
LOC111127981	Q14738
LOC111128098	H2A0P0
LOC111130933	P86963
LOC111128751	P86733
LOC111128991	Q8R2K4
LOC111128990	Q29RK2
LOC111128990	P11498
