gene_name,slope_best_fit,r_squared,percentage_within_95_CI,num_exons,mean_exon_expression,std_dev_exon_expression,sum_exon_expression
gene-LOC111124644,-0.01364233608764623,0.0010086881222807222,16.19718309859155,142,23.535211267605632,17.669809156547455,3342
gene-LOC111122908,0.5,0.0053705692803437165,100,4,7.25,8.80814017448254,29
gene-LOC111122909,-0.0965610859728506,0.004446863085680182,29.411764705882355,51,23.11764705882353,21.526399660717562,1179
gene-LOC111124647,0.7264722698684962,0.21744437476970208,46.2962962962963,54,22.685185185185187,24.509392942663627,1225
gene-LOC111124645,0.7691252144082331,0.28196675779764424,50,54,21.037037037037038,22.786923561438233,1136
gene-LOC111123157,-0.1176470588235294,0.1946869070208729,72.22222222222221,18,0.4444444444444444,1.4234267774809048,8
gene-LOC111124871,-0.3926585094549499,0.40663540144024257,36.666666666666664,30,4.166666666666667,5.420798600876477,125
gene-LOC111124870,0.01615384615384616,0.00182932899714608,56.00000000000001,25,1.32,2.7796882319185845,33
gene-LOC111127029,-0.03736263736263761,2.6577523140378074e-4,71.42857142857143,14,9.071428571428571,9.587365770511857,127
gene-LOC111122919,0.6250000000000003,0.027007864989333896,35.294117647058826,17,26.235294117647058,19.20458738089908,446
gene-LOC111126042,-1.0999999999999985,0.04934747145187592,100,5,15.6,7.829431652425353,78
gene-LOC111126041,1.1393939393939394,0.06540243667747334,70,10,18.2,13.489090241953145,182
gene-LOC111125247,56.999999999999986,1,NA,2,28.5,40.30508652763321,57
gene-LOC111125246,-4.500000000000028,0.006756756756756774,100,3,40,54.74486277268398,120
gene-LOC111125244,23.20000000000001,0.16309314586994733,100,4,71.5,74.16423216978204,286
gene-LOC111125245,137,1,NA,2,68.5,96.87362902255701,137
gene-LOC111127078,3.5071428571428576,0.19300973744550567,86.66666666666667,15,29.533333333333335,35.70087367211594,443
gene-LOC111126092,5.587912087912086,0.21040608827262947,76.92307692307693,13,41.53846153846154,47.44227261387497,540
gene-LOC111122916,-7.714285714285712,0.33340955865538574,85.71428571428571,7,41.42857142857143,28.86091441642799,290
gene-LOC111122917,-17.7,0.5743381975507812,100,5,21.2,36.928308924184435,106
gene-LOC111126801,16.999999999999993,0.6842936069455408,100,3,40.666666666666664,20.55075018906447,122
gene-LOC111126178,37.89999999999999,0.07507519749960147,100,4,97.25,178.57281428033775,389
gene-LOC111123759,NA,0,NA,1,324,NA,324
gene-LOC111127366,-1.9285714285714273,0.09375000000000022,85.71428571428571,7,22.857142857142858,13.60672102833218,160
gene-LOC111125037,-0.03735747820254876,0.002248129354700397,29.577464788732392,71,16.91549295774648,16.261915612755413,1201
gene-LOC111125039,-0.5000000000000006,0.2500000000000002,100,3,1,1,3
gene-LOC111122931,0.13475499092558985,0.018386216949278503,28.07017543859649,57,19.63157894736842,16.495271594078286,1119
gene-LOC111127661,-3.5000000000000044,0.1678082191780823,100,3,8,8.54400374531753,24
gene-LOC111122936,-0.13986013986014015,0.003696743784849511,66.66666666666666,12,9.333333333333334,8.293845838203094,112
gene-LOC111122938,-0.04126696832579175,0.0015852352905748794,41.17647058823529,51,14.784313725490197,15.408197461728216,754
gene-LOC111127102,-0.47017543859649097,0.08256771048880307,52.63157894736842,19,14.68421052631579,9.207802437660908,279
gene-LOC111125626,0.3011244520678482,0.06419697677396378,25.925925925925924,54,17,18.697189779760414,918
gene-LOC111123832,-0.3499999999999998,0.21491228070175433,53.333333333333336,15,1.6,3.3763886032268267,24
gene-LOC111127417,0,NA,100,22,0,0,0
gene-LOC111126720,4.299999999999993,0.0025929478549631905,100,5,123.8,133.51853803873078,619
gene-LOC111126488,4.089285714285715,0.14743039678674585,86.66666666666667,15,20.733333333333334,47.62872282662257,311
gene-LOC111126489,39.1,0.6306451612903224,100,5,52,77.84921322659594,260
gene-LOC111127119,8,0.7850834151128557,100,5,18.6,14.27585373979434,93
gene-LOC111127117,0.13458646616541348,0.0024067150964154527,45,20,13.95,16.230170086990203,279
gene-LOC111126364,-0.6999999999999994,0.013073639274279592,80,5,13.2,9.67987603226405,66
gene-LOC111126679,2.6303030303030313,0.15765544071808568,80,10,27.4,20.05658661554021,274
gene-LOC111126419,1.4999999999999976,0.004777070063694246,100,3,26,21.702534414210707,78
gene-LOC111126664,63,1,NA,2,43.5,44.54772721475249,87
gene-LOC111122947,-92.99999999999997,1,NA,2,50.5,65.76093065034893,101
gene-LOC111122950,NA,0,NA,1,88,NA,88
gene-LOC111126500,99,1,NA,2,55.5,70.0035713374682,111
gene-LOC111123039,1.1411764705882355,0.19405126354255958,50,16,10.875,12.33355855650212,174
gene-LOC111127174,0.010989010989010953,1.4819205690574827e-4,46.15384615384615,13,2.769230769230769,3.5155332965247763,36
gene-LOC111126462,6.642857142857142,0.3960890272943762,85.71428571428571,7,33.714285714285715,22.80142017297962,236
gene-LOC111126144,-12.800000000000006,0.47172636185650146,100,5,20.4,29.466930617219024,102
gene-LOC111122589,-38.300000000000004,0.5327326476655337,100,5,83.6,82.96866878527099,418
gene-LOC111123289,-9.142857142857142,0.108703344609418,100,6,63.666666666666664,51.87934720740679,382
gene-LOC111122745,-0.3968884207114503,0.06393562010189176,54.761904761904766,42,34.80952380952381,19.255962770184624,1462
gene-LOC111122758,0.2999999999999998,6.571741511500516e-4,100,4,22.25,15.107944929738128,89
gene-LOC111122748,-55.6,0.5997516684774173,100,4,56,92.6858493334698,224
gene-LOC111122746,-3.61818181818182,0.2506313091357868,63.63636363636363,11,24.818181818181817,23.970057078856453,273
gene-LOC111122762,11.399999999999997,0.4453735435229608,100,4,22.5,22.052966542697455,90
gene-LOC111122761,4.399999999999999,0.3611940298507463,100,4,7,9.451631252505216,28
gene-LOC111122767,6.000000000000002,0.3243243243243244,100,3,14,10.535653752852738,42
gene-LOC111122964,NA,0,NA,1,919,NA,919
gene-LOC111122766,4.500000000000002,0.5192307692307693,100,3,5,6.244997998398398,15
gene-LOC111122760,2.9999999999999996,0.3,100,4,5,7.0710678118654755,20
gene-LOC111122765,46.00000000000002,0.8225994557470521,100,3,34.666666666666664,50.71817557181383,104
gene-LOC111122749,1.5714285714285738,0.10614035087719306,100,7,20.285714285714285,10.419761445034554,142
gene-LOC111122750,0.6035714285714288,0.05094065692597455,60,15,8.2,11.959455314878326,123
gene-LOC111122757,-11.999999999999984,1,NA,2,33,8.48528137423857,66
gene-LOC111122973,19,1,NA,2,9.5,13.435028842544403,19
gene-LOC111122756,-7.999999999999993,1,NA,2,38,5.656854249492381,76
gene-LOC111122755,26.999999999999996,1,NA,2,37.5,19.091883092036785,75
gene-LOC111122754,142,1,NA,2,103,100.40916292848975,206
gene-LOC111122751,3.547619047619052,0.003684001269097862,87.5,8,126.5,143.1702283497316,1012
gene-LOC111122747,-49.1,0.22834224295028938,100,5,198.8,162.4644576515122,994
gene-LOC111122982,808.9999999999998,1,NA,2,408.5,572.0493859799169,817
gene-LOC111122763,-15.999999999999995,0.22119815668202752,100,3,56.666666666666664,34.01960219246153,170
gene-LOC111122752,0.21981424148606796,0.0053564161350569215,33.33333333333333,18,24.5,16.03397128892645,441
gene-LOC111122753,2.5357142857142847,0.09113754700607453,100,7,24.714285714285715,18.14491926788585,173
gene-LOC111122764,-31.99999999999998,1,NA,2,33,22.627416997969522,66
gene-LOC111122997,-0.49999999999999967,0.0314521926671459,53.333333333333336,15,29.6,12.608387231181812,444
gene-LOC111126351,7.499999999999999,0.3687315634218289,100,4,16.75,15.945218719101975,67
gene-LOC111126350,-53.69999999999999,0.5755695937247388,100,4,54.25,91.37970234138433,217
gene-LOC111125913,13.430303030303032,0.3806253327120125,60,10,77.2,65.90869104720223,772
gene-LOC111125912,-2.248251748251748,0.1540877803690686,58.333333333333336,12,23.916666666666668,20.650592478109914,287
gene-LOC111125563,6.1,0.6398968185726569,100,4,5.25,9.844626283748239,21
gene-LOC111125565,0.9000000000000004,0.05890909090909099,100,4,19.75,4.7871355387816905,79
gene-LOC111125564,1.9,0.7292929292929293,100,4,1.75,2.8722813232690143,7
gene-LOC111125566,-0.7000000000000005,0.01818181818181817,100,4,18.75,6.701989754294367,75
gene-LOC111123520,3.3999999999999995,0.6963855421686745,100,4,9.5,5.259911279353167,38
gene-LOC111123519,4.800000000000001,0.3191135734072022,100,4,21.5,10.969655114602888,86
gene-LOC111122677,52.500000000000014,0.792709232096635,100,3,41,58.966091951222275,123
gene-LOC111126313,7.107142857142858,0.549525421847247,85.71428571428571,7,31.428571428571427,20.71116561066472,220
gene-LOC111123201,1.0321428571428573,0.14477251296558233,73.33333333333333,15,14.2,12.131423188209558,213
gene-LOC111127429,-8.999999999999995,1,NA,2,29.5,6.363961030678928,59
gene-LOC111123005,23,1,NA,2,12.5,16.263455967290593,25
gene-LOC111123008,12.000000000000004,1,NA,2,29,8.48528137423857,58
gene-LOC111123009,36.50000000000002,0.8310979413599501,100,3,28,40.0374824383352,84
gene-LOC111123679,-17.99999999999999,1,NA,2,29,12.727922061357855,58
gene-LOC111125450,0.5420666290231501,0.014790969702136579,18.181818181818183,22,35.18181818181818,28.942696033363127,774
gene-LOC111123111,1.3928571428571417,0.0307994492143203,100,7,19.428571428571427,17.145039543622552,136
gene-LOC111127345,-2.9999999999999982,1,NA,2,28.5,2.1213203435596424,57
gene-LOC111126938,4.971428571428565,0.24417441797946132,100,6,46.666666666666664,18.821972974868142,280
gene-LOC111127350,-5.600000000000001,0.09032258064516124,100,4,32,24.055491403558285,128
gene-LOC111123020,-4.9,0.5143530419880038,100,5,5.8,10.80277742064512,29
gene-LOC111123815,1.4939130434782617,0.12644001323721718,58.333333333333336,24,35.25,29.707633333217064,846
gene-LOC111122675,237.99999999999994,1,NA,2,162,168.2914139223983,324
gene-LOC111122674,-0.8818181818181826,0.04159225532667316,45.45454545454545,11,32.63636363636363,14.340660565488099,359
gene-LOC111123022,-1.5818181818181813,0.138170865279299,72.72727272727273,11,20,14.11382301150188,220
gene-LOC111122546,-1.0048591735576164e-14,1.0250920550976913e-31,100,3,16.333333333333332,28.290163190291665,49
gene-LOC111123049,45.59999999999999,0.79045084771535,100,4,60.5,66.21429855653032,242
gene-LOC111123184,2.4571428571428564,0.07561341330425295,100,6,22.333333333333332,16.717256553234645,134
gene-LOC111123772,1.3352941176470583,0.07141283183081223,56.25,16,36.25,23.789353360975017,580
gene-LOC111123773,-0.713235294117647,0.08406497188601927,47.05882352941176,17,24.941176470588236,12.42211026876721,424
gene-LOC111126945,-31.500000000000014,0.9992447129909365,100,3,54,31.51190251317746,162
gene-LOC111123034,1215,1,NA,2,1116.5,859.1347391416552,2233
gene-LOC111122770,-2.999999999999999,0.1530612244897959,100,4,10,9.899494936611665,40
gene-LOC111122771,-0.5,0.0029850746268656747,100,4,8.75,11.814539065631521,35
gene-LOC111123036,0.22337662337662306,0.0249609071784545,42.857142857142854,21,13.523809523809524,8.772793441196752,284
gene-LOC111127665,0.6853146853146852,0.15333524922566022,75,12,10,6.310164959664828,120
gene-LOC111123042,-19.00000000000002,0.35872805564756527,100,3,64.33333333333333,31.722757341273685,193
gene-LOC111123043,-6,0.08021390374331544,100,4,26,27.349588662354687,104
gene-LOC111123044,1025.5000000000002,0.9625205282443932,100,3,1040.6666666666667,1045.2752428587091,3122
gene-LOC111126229,-380.50000000000057,0.12340512490933013,100,3,1012,1083.148650924701,3036
gene-LOC111123816,3.2181818181818183,0.12989344500186575,81.81818181818183,11,42.36363636363637,29.61510671016644,466
gene-LOC111122856,-7.000000000000006,0.4651898734177212,100,3,20.666666666666668,10.263202878893768,62
gene-LOC111124665,1.335714285714286,0.15222356362201164,60,15,28.133333333333333,15.310438393773179,422
gene-LOC111124663,0.0705882352941178,0.0022984693454503225,35.294117647058826,34,19.58823529411765,14.662088087802301,666
gene-LOC111125645,0.3900928792569657,0.016093814882757712,61.111111111111114,18,15.777777777777779,16.415758410229074,284
gene-LOC111123687,-2.0357142857142865,0.12371644348543494,75,8,25.125,14.176817091898409,201
gene-LOC111126622,6.464285714285714,0.5030866093366093,85.71428571428571,7,40.57142857142857,19.688043265369153,284
gene-LOC111126729,5.499999999999998,0.08827477530057201,100,5,31.2,29.26943798572156,156
gene-LOC111127349,19.999999999999996,1,NA,2,10,14.142135623730951,20
gene-LOC111125915,1.6464285714285716,0.21042905462495515,46.666666666666664,15,18.933333333333334,16.051108847618448,284
gene-LOC111125914,0.3651960784313726,0.018717961688924867,47.05882352941176,17,19.235294117647058,13.479286942215758,327
gene-LOC111125678,-0.01948051948051955,0.004525341914722456,38.095238095238095,21,1.1428571428571428,1.7968225924034427,24
gene-LOC111125673,0.26315789473684215,0.025132885465763127,35.13513513513514,37,18.35135135135135,17.96789763287139,679
gene-LOC111125694,6.499999999999997,0.6926229508196723,100,3,20,7.810249675906654,60
gene-LOC111125691,0.6424242424242422,0.09212252394070576,70,10,13.8,6.408327915038889,138
gene-LOC111125703,-3.799999999999999,0.7969094922737306,80,5,10.6,6.730527468185536,53
gene-LOC111125682,1.9999999999999998,1,NA,2,1,1.4142135623730951,2
gene-LOC111125692,62.00000000000001,1,NA,2,59,43.840620433565945,118
gene-LOC111125677,-0.9012096774193548,0.17870724813966793,51.61290322580645,31,16.967741935483872,19.382954489220232,526
gene-LOC111125688,-2.096428571428571,0.11386324342710509,60,15,44.86666666666667,27.78454520738017,673
gene-LOC111125699,-18.500000000000007,0.32899796208713056,100,5,32.8,50.99705873871551,164
gene-LOC111125704,-3.916666666666666,0.5378621865108352,75,8,8.625,13.08147545195113,69
gene-LOC111125701,5.249999999999998,0.7257186996238582,100,7,15.714285714285714,13.313079855469029,110
gene-LOC111125696,1.2167832167832164,0.27639723201080907,66.66666666666666,12,18,8.344840539900307,216
gene-LOC111125695,-0.6140350877192984,0.16453129320674711,55.55555555555556,18,15.38888888888889,8.08148857057534,277
gene-LOC111125705,-5.000000000000004,0.6756756756756761,100,3,9,6.082762530298219,27
gene-LOC111123057,-23.000000000000025,0.5368741542625165,100,3,62.666666666666664,31.390019645316144,188
gene-LOC111123060,-2.9000000000000012,0.019661016949152506,100,4,28.25,26.700499371110396,113
gene-LOC111125681,1.0363636363636368,0.027300226871691455,72.72727272727273,11,36.81818181818182,20.802971815671825,405
gene-LOC111125702,-0.49999999999999795,0.003112033195020725,100,3,13.333333333333334,8.962886439832502,40
gene-LOC111125685,-1.3178571428571424,0.05686441178173853,53.333333333333336,15,29.466666666666665,24.71513898884842,442
gene-LOC111125676,-0.052864782276546896,8.953888774206667e-4,32.35294117647059,34,18.764705882352942,17.593144021963216,638
gene-LOC111125680,0.08771929824561396,4.016331190135036e-4,55.55555555555556,18,22.38888888888889,23.366992529405255,403
gene-LOC111125698,-0.8214285714285712,0.023357470858353994,85.71428571428571,7,21.857142857142858,11.610750355146036,153
gene-LOC111125690,-2.485714285714288,0.043550475167579324,83.33333333333334,6,31.833333333333332,22.28377586197336,191
gene-LOC111125693,-1.6000000000000045,0.00713330361123494,100,5,32.8,29.953296980466106,164
gene-LOC111124031,60.999999999999986,1,NA,2,50.5,43.1335136523794,101
gene-LOC111125700,-0.6661764705882355,0.05135006975245697,43.75,16,17.1875,13.996279267481532,275
gene-LOC111125679,0.4392857142857146,0.021375729055204757,46.666666666666664,15,18.466666666666665,13.436978118326344,277
gene-LOC111125684,1.6714285714285715,0.444448051948052,73.33333333333333,15,13,11.212238211627762,195
gene-LOC111125672,-0.36890756302520994,0.1141383914893348,57.14285714285714,35,7.257142857142857,11.18913037976867,254
gene-LOC111125675,2.135463398621294,0.034572973735172936,68.42105263157895,38,41.36842105263158,127.63131468934823,1572
gene-LOC111125686,46.45454545454546,0.33529865118313285,90,10,107.5,242.89469597612324,1075
gene-LOC111125683,678.9999999999999,1,NA,2,452.5,480.1255044256658,905
gene-LOC111125687,-0.03636363636363638,1.1531808571977714e-4,70,10,13,10.252370999486466,130
gene-LOC111124033,-0.3882882882882883,0.13480704891211284,47.22222222222222,36,8.527777777777779,11.14190573878919,307
gene-LOC111124034,-0,NA,100,4,0,0,0
gene-LOC111124035,1.1923076923076918,0.45366873482600467,84.61538461538461,13,3.769230769230769,6.893884320587417,49
gene-LOC111127122,-12.399999999999997,0.34908136924331734,77.77777777777779,9,44.55555555555556,57.47632362788853,401
gene-LOC111124037,23.2,0.42363756572112193,100,5,42.4,56.35867280197432,212
gene-LOC111123153,13.299999999999999,0.23757974615539595,100,4,61.25,35.226647110769235,245
gene-LOC111122833,NA,0,NA,1,363,NA,363
gene-LOC111123031,-6.799999999999996,0.20757879157234888,80,10,45.2,45.18800234083772,452
gene-LOC111124560,0.3378048780487804,0.03369740887132191,43.90243902439025,41,34.829268292682926,22.044162990488424,1428
gene-LOC111123094,92.00000000000004,1,NA,2,135,65.05382386916237,270
gene-LOC111123095,-72.99999999999997,1,NA,2,59.5,51.61879502661797,119
gene-LOC111123458,12.5,0.8992805755395683,100,4,16.75,17.017148213885115,67
gene-LOC111125442,-1.430769230769228,0.009472457130136072,71.42857142857143,14,54.642857142857146,61.49747604934336,765
gene-LOC111123202,-4.678571428571429,0.015511786824788506,85.71428571428571,7,80.28571428571429,81.14947994434773,562
gene-LOC111125070,1.4142857142857155,0.018286027728491406,66.66666666666666,15,65.6,46.77270266176324,984
gene-LOC111124038,1.6000000000000045,0.006024744486282974,83.33333333333334,6,48,38.564232132897445,288
gene-LOC111127294,-2.736764705882351,0.09779438060569579,56.25,16,39.5625,41.66528331036924,633
gene-LOC111126151,3.900000000000001,0.10380835380835383,80,5,54.6,19.138965489283898,273
